is_goal,match_event_id,location_x,location_y,remaining_min,power_of_shot1,knockout_match2,game_season,remaining_sec1,distance_of_shot1,area_of_shot,shot_basics,range_of_shot,team_name,date_of_game,home_away,shot_id_number,lat_lng,type_of_shot,type_of_combined_shot,match_id,team_id,remaining_min.1,power_of_shot,knockout_match1,remaining_sec2,distance_of_shot2
0,,112,169,9,2,0,2002-03,6,40,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,19-12-2002,MANU @ NJN,3677,"40.643505, -73.939507",shot - 3,shot - 3,20200367,1610612747,9,30.36,0,6,40
1,477,0,0,5,4,0,2009-10,31,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,01-02-2010,MANU @ MEM,15969,"35.103812, -89.964007",shot - 4,shot - 4,20900706,1610612747,5,4,0,31,12.4
1,60,-163,50,6,1,0,2009-10,44,37,Left Side(L),Mid Range,16-24 ft.,Manchester United,07-03-2010,MANU @ ORL,16150,"28.549237, -81.372780",shot - 17,,20900935,1610612747,114.64,1,0,44,37
0,178,-13,258,2,2,0,2005-06,27,45,Center(C),Penalty Spot,24+ ft.,Manchester United,20-01-2006,MANU @ PHX,8548,"33.552026, -112.071667",shot - 42,,20500573,1610612747,98.2,2,0,86.7856,108.4
0,15,0,0,10,1,0,2000-01,29,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,12-12-2000,MANU vs. MIL,503,"42.982923, -71.446094",shot - 4,shot - 4,20000309,1610612747,10,1,0,29,20
0,124,-7,15,1,1,0,2012-13,11,21,Center(C),Goal Area,Less Than 8 ft.,Manchester United,07-12-2012,MANU @ OKC,19779,"35.492151, -97.519011",shot - 39,,21200280,1610612747,40.64,1,0,11,21
1,115,0,,0,1,0,1996-97,5,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,04-04-1997,MANU vs. SAS,23273,"42.982923, -71.446094",shot - 4,shot - 4,29601070,1610612747,0,1,0,5,20
1,305,-122,137,6,3,0,,36,38,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,05-12-2000,MANU vs. PHI,410,"42.982923, -71.446094",shot - 22,,20000258,1610612747,6,3,96.608,36,13.4
0,215,32,200,1,2,0,2001-02,32,40,Center(C),Mid Range,16-24 ft.,Manchester United,19-01-2002,MANU @ SAS,2256,,shot - 3,shot - 3,20100558,1610612747,1,2,0,97.7216,40
0,512,-220,140,0,4,0,2004-05,4,46,Left Side Center(LC),,24+ ft.,Manchester United,26-11-2004,MANU vs. SAC,6478,"42.982923, -71.446094",shot - 56,,20400181,1610612747,0,4,0,4,46
0,126,0,0,10,2,0,2002-03,5,20,Center(C),Goal Area,Less Than 8 ft.,,03-12-2002,MANU vs. MEM,3546,"42.982923, -71.446094",shot - 4,shot - 4,20200254,1610612747,10,43.36,120.608,5,20
1,203,0,0,4,2,0,2008-09,47,20,,Goal Area,Less Than 8 ft.,Manchester United,16-01-2009,MANU vs. ORL,13932,"42.982923, -71.446094",shot - 39,,20800589,1610612747,4,,113.608,47,20
0,293,100,196,2,3,0,1999-00,11,42,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,29-02-2000,MANU @ POR,25744,"45.539131, -122.651648",shot - 51,,29900816,1610612747,42.64,57.36,22.8,11,42
1,93,146,86,0,1,0,2005-06,56,36,Right Side(R),Mid Range,,Manchester United,06-01-2006,MANU vs. PHI,8307,"42.982923, -71.446094",shot - 3,shot - 3,20500471,1610612747,25.64,1,0,56,21.728
0,488,1,51,1,4,0,,37,25,Center(C),Goal Line,,Manchester United,19-12-1999,MANU @ TOR,25202,"43.717098, -79.395917",shot - 3,shot - 3,29900344,1610612747,1,112.36,0,37,23.4
1,315,0,0,5,3,0,2004-05,24,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,29-03-2005,MANU vs. NYK,7347,"42.982923, -71.446094",shot - 39,,20401051,1610612747,5,3,0,24,20
0,263,155,194,9,3,0,,20,44,Right Side Center(RC),Penalty Spot,24+ ft.,,28-02-2013,MANU vs. MIN,20615,"42.982923, -71.446094",shot - 10,,21200863,1610612747,9,39.36,0,75.7856,103.4
0,12,142,150,10,1,0,2001-02,8,40,Right Side Center(RC),Mid Range,,Manchester United,24-03-2002,MANU @ SAC,2844,"38.567296, -121.456638",shot - 3,shot - 3,20101000,1610612747,10,1,0,74.7856,40
0,316,-7,22,6,3,1,2011-12,54,22,Center(C),,Less Than 8 ft.,Manchester United,12-05-2012,MANU vs. DEN,29899,,shot - 39,,41100167,1610612747,6,57.36,1,54,22
0,232,-11,247,11,3,0,2009-10,15,44,Center(C),Penalty Spot,24+ ft.,Manchester United,12-12-2009,MANU @ UTA,15330,"40.774891, -111.930790",shot - 3,shot - 3,20900337,1610612747,11,3,0,106.7856,57.4
0,,0,0,5,1,0,2003-04,16,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,19-11-2003,MANU @ NYK,5188,"40.708999, -73.872430",shot - 39,,20300156,1610612747,5,1,0,16,101.4
0,510,-109,69,0,4,0,2009-10,52,32,Left Side(L),Mid Range,8-16 ft.,Manchester United,26-12-2009,MANU @ SAC,15524,"38.567296, -121.456638",shot - 3,,20900437,1610612747,0,4,0,52,32
0,332,-116,227,2,3,0,2011-12,40,45,,Penalty Spot,24+ ft.,Manchester United,14-03-2012,MANU @ NOH,19092,"30.018061, -90.022651",shot - 3,shot - 3,21100631,1610612747,2,3,0,40,45
1,514,-3,252,1,4,1,1999-00,31,45,Center(C),Penalty Spot,24+ ft.,Manchester United,30-04-2000,MANU @ SAC,30368,"38.567296, -121.456638",shot - 3,shot - 3,49900024,1610612747,1,4,1,31,72.4
0,295,-62,140,,3,0,2002-03,23,35,Center(C),Mid Range,8-16 ft.,Manchester United,15-12-2002,MANU vs. ORL,3646,"42.982923, -71.446094",shot - 23,,20200341,1610612747,8,3,0,50.2,35
0,339,-51,,0,3,0,1999-00,0,25,Center(C),Goal Line,Less Than 8 ft.,Manchester United,01-03-2000,MANU vs. VAN,25765,"42.982923, -71.446094",shot - 36,,29900821,1610612747,0,3,27.8,0,25
0,46,132,,6,1,1,2011-12,37,38,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,10-05-2012,MANU @ DEN,29866,"39.739968, -104.954013",shot - 3,shot - 3,41100166,1610612747,6,1,1,114.2,38
1,219,-191,25,5,2,0,,40,39,Left Side(L),Mid Range,16-24 ft.,Manchester United,27-02-2009,MANU @ DEN,14383,"39.739968, -104.954013",shot - 3,shot - 3,20800871,1610612747,5,2,,40,40.4
0,283,0,0,5,3,1,,48,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,26-04-2007,MANU vs. PHX,27967,"42.982923, -71.446094",shot - 1,shot - 1,40600153,1610612747,5,55.36,27.8,,58.4
1,,3,-1,11,1,0,2003-04,35,20,,Goal Area,,Manchester United,28-02-2004,MANU @ WAS,5756,"38.919619, -77.015211",shot - 4,shot - 4,20300848,1610612747,11,1,42.608,35,43.4
1,16,140,153,10,1,0,,28,40,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,06-03-2009,MANU vs. MIN,14466,,shot - 3,shot - 3,20800925,1610612747,10,114.36,0,28,40
0,310,-15,81,2,3,0,2002-03,34,28,Center(C),Goal Line,8-16 ft.,Manchester United,28-03-2003,MANU vs. WAS,4819,"42.982923, -71.446094",shot - 36,,20201046,1610612747,2,3,0,45.2,98.4
1,515,0,0,1,4,0,2008-09,20,20,Center(C),,Less Than 8 ft.,Manchester United,21-03-2009,MANU @ CHI,14639,"41.845137, -87.660450",shot - 56,,20801038,1610612747,1,4,97.8,20,20
0,415,0,0,9,4,1,1997-98,11,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,18-05-1998,MANU @ UTA,30155,"40.774891, -111.930790",shot - 39,,49700071,1610612747,9,4,107.8,11,20
0,281,21,20,7,3,0,2003-04,35,22,Center(C),Goal Area,Less Than 8 ft.,Manchester United,23-12-2003,,5411,"37.754130, -122.437947",shot - 4,shot - 4,20300400,1610612747,95.64,113.36,0,49.2,22
0,409,-103,138,11,4,0,,9,37,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,09-03-2003,MANU vs. PHI,4577,"42.982923, -71.446094",shot - 3,shot - 3,20200901,1610612747,11,50.36,0,9,37
0,360,191,295,0,3,0,2001-02,0,55,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,24-03-2002,MANU @ SAC,2857,"38.567296, -121.456638",shot - 31,,20101000,1610612747,0,3,0,0,55
0,416,,-23,8,4,0,2003-04,48,30,Right Side(R),Mid Range,8-16 ft.,,19-12-2003,MANU vs. DEN,5386,"42.982923, -71.446094",shot - 3,shot - 3,20300369,1610612747,100.2,4,0,48,30
1,218,-77,232,10,3,0,2007-08,57,44,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,01-02-2008,MANU @ TOR,12398,"43.717098, -79.395917",shot - 31,,20700679,1610612747,10,21.36,0,57,44.4
1,,112,220,8,2,0,,18,44,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,23-12-2007,MANU @ NYK,,"40.708999, -73.872430",shot - 3,shot - 3,20700400,1610612747,8,2,0,18,
1,258,95,58,,3,0,2006-07,11,31,Right Side(R),Mid Range,8-16 ft.,Manchester United,19-11-2006,,9811,"42.982923, -71.446094",shot - 52,,20600142,1610612747,11,3,,11,31
0,450,143,-13,4,4,0,2003-04,51,,Right Side(R),Mid Range,8-16 ft.,Manchester United,09-04-2004,MANU vs. MEM,,"42.982923, -71.446094",shot - 3,shot - 3,20301145,1610612747,4,4,0,51,34
1,116,2,86,9,2,0,2009-10,46,,Center(C),Goal Line,8-16 ft.,Manchester United,25-12-2009,MANU vs. CLE,15480,"42.982923, -71.446094",shot - 44,,20900426,1610612747,109.64,2,70.608,46,28
1,214,-13,1,2,2,0,,27,21,Center(C),Goal Area,Less Than 8 ft.,Manchester United,21-01-2011,MANU @ DEN,,,shot - 4,shot - 4,21000637,1610612747,58.64,2,0,27,61.4
0,216,103,20,0,2,0,2007-08,39,30,,Mid Range,8-16 ft.,Manchester United,26-02-2008,MANU vs. POR,12606,"42.982923, -71.446094",shot - 8,,20700843,1610612747,,2,0,102.2,30
1,5,0,146,11,1,0,2015-16,6,34,Center(C),Mid Range,8-16 ft.,Manchester United,,MANU vs. SAS,22540,"42.982923, -71.446094",shot - 17,,21500818,1610612747,11,1,0,6,34
0,76,0,0,2,1,0,2004-05,1,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,12-12-2004,MANU vs. ORL,6605,,shot - 4,shot - 4,20400301,1610612747,2,1,46.8,1,47.4
1,322,-24,143,5,3,0,2009-10,32,34,Center(C),Mid Range,8-16 ft.,Manchester United,17-11-2009,MANU vs. DET,15119,,shot - 43,,20900157,1610612747,5,3,0,,34
0,277,172,174,8,3,0,2003-04,27,44,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,21-12-2003,MANU vs. PHX,5396,"42.982923, -71.446094",shot - 47,,20300385,1610612747,8,3,0,27,44
0,63,189,104,4,1,0,2014-15,25,41,Right Side(R),Mid Range,16-24 ft.,,07-12-2014,MANU vs. NOP,21528,"42.982923, -71.446094",shot - 52,,21400300,1610612747,4,86.36,96.608,111.2,41
1,245,-4,85,,2,1,2008-09,7,,Center(C),Goal Line,8-16 ft.,Manchester United,27-04-2009,MANU vs. UTA,28595,"42.982923, -71.446094",shot - 43,,40800145,1610612747,0,2,1,7,88.4
0,357,-126,8,9,4,0,,36,32,Left Side(L),Mid Range,8-16 ft.,Manchester United,26-02-2004,MANU vs. SAC,5749,"42.982923, -71.446094",shot - 5,,20300836,1610612747,50.2,4,0,36,32
0,493,-194,45,0,4,0,,,39,Left Side(L),,16-24 ft.,Manchester United,04-02-2003,,4153,"40.361408, -86.186052",shot - 3,shot - 3,20200691,1610612747,0,4,0,115.2,39
0,329,-26,,0,3,0,,27,23,Center(C),Goal Area,Less Than 8 ft.,,31-01-2007,MANU @ BOS,10540,"42.330507, -71.074655",shot - 3,shot - 3,20600678,1610612747,0,3,83.928,27,101.728
0,,103,118,3,4,0,,36,35,Right Side(R),Mid Range,8-16 ft.,,21-11-2004,,6436,"42.982923, -71.446094",shot - 3,shot - 3,20400145,1610612747,3,4,129.928,36,35
1,246,125,213,9,3,0,2015-16,39,44,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,28-01-2016,MANU vs. CHI,22403,"42.982923, -71.446094",shot - 3,shot - 3,21500697,1610612747,9,3,0,39,21.4
0,347,7,4,1,3,0,2012-13,37,20,Center(C),,Less Than 8 ft.,Manchester United,03-02-2013,MANU @ DET,20416,"42.379455, -83.115635",shot - 39,,21200706,1610612747,73.64,3,0,37,40.4
1,465,-166,168,1,4,0,1996-97,44,43,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,14-03-1997,MANU vs. LAC,23202,,shot - 54,,29600920,1610612747,1,4,0,77.7856,43
0,505,65,82,3,4,0,,47,30,Right Side(R),Goal Line,8-16 ft.,Manchester United,18-11-2012,MANU vs. HOU,19586,"42.982923, -71.446094",shot - 3,shot - 3,21200146,1610612747,3,4,0,47,55.4
1,226,-64,223,2,2,0,,16,43,Center(C),Mid Range,16-24 ft.,Manchester United,08-11-1996,MANU @ TOR,22908,"43.717098, -79.395917",shot - 3,shot - 3,29600057,1610612747,35.64,50.36,0,16,43
0,324,,57,4,3,1,,12,26,Center(C),,Less Than 8 ft.,Manchester United,11-05-2001,MANU @ SAC,26308,"38.567296, -121.456638",shot - 3,shot - 3,40000050,1610612747,4,79.36,1,12,26
0,248,49,116,,,1,,8,32,Center(C),Goal Line,8-16 ft.,Manchester United,20-05-2002,MANU @ SAC,26782,"38.567296, -121.456638",shot - 3,shot - 3,40100312,1610612747,0,36.36,1,79.7856,50.4
1,,194,134,4,4,0,1996-97,39,43,Right Side(R),Mid Range,,,08-04-1997,MANU @ GSW,23294,"37.754130, -122.437947",shot - 3,shot - 3,29601099,1610612747,4,4,0,39,43
0,419,-141,43,7,4,0,2002-03,45,34,Left Side(L),Mid Range,8-16 ft.,Manchester United,20-01-2003,MANU vs. LAC,4004,"42.982923, -71.446094",shot - 3,shot - 3,20200587,1610612747,7,42.36,0,45,34
0,156,133,71,8,2,1,2006-07,35,35,Right Side(R),Mid Range,8-16 ft.,Manchester United,,MANU @ PHX,27919,"33.552026, -112.071667",shot - 3,shot - 3,40600151,1610612747,8,32.36,1,35,35
1,82,0,0,4,1,0,1997-98,14,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,10-02-1998,MANU @ POR,23868,"45.539131, -122.651648",shot - 4,shot - 4,29700693,1610612747,4,116.36,0,14,20
1,204,0,0,3,2,0,2001-02,49,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,14-12-2001,MANU vs. LAC,1876,"42.982923, -71.446094",shot - 1,shot - 1,20100320,1610612747,3,71.36,0,89.2,102.4
0,495,141,224,3,4,0,1997-98,2,46,Right Side Center(RC),Penalty Spot,24+ ft.,,28-01-1998,MANU vs. NJN,23824,"42.982923, -71.446094",shot - 36,,29700620,1610612747,,4,0,2,65.4
1,7,13,33,11,1,0,2002-03,1,23,Center(C),Goal Area,,Manchester United,11-02-2003,MANU vs. DEN,4181,"42.982923, -71.446094",shot - 15,,20200719,1610612747,11,1,0,1,23
1,99,0,,10,2,0,2008-09,58,20,Center(C),Goal Area,,Manchester United,25-12-2008,MANU vs. BOS,13730,"42.982923, -71.446094",shot - 4,shot - 4,20800423,1610612747,10,2,0,58,20
0,78,-67,19,2,1,0,2014-15,28,26,Center(C),Goal Line,Less Than 8 ft.,Manchester United,,MANU @ DET,,"42.379455, -83.115635",shot - 3,shot - 3,21400255,1610612747,2,1,0,28,51.4
0,252,14,74,8,3,0,2000-01,59,27,Center(C),Goal Line,,Manchester United,09-03-2001,MANU vs. SAS,1317,"42.982923, -71.446094",shot - 10,,20000896,1610612747,8,76.36,0,59,27
1,401,0,0,5,4,0,2004-05,51,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,19-11-2004,MANU @ PHO,6408,"33.513157, -112.082793",shot - 4,,20400126,1610612747,5,38.36,0,51,20
0,356,113,246,3,3,0,2010-11,,47,Right Side Center(RC),Penalty Spot,,Manchester United,25-02-2011,MANU vs. LAC,17600,"42.982923, -71.446094",shot - 36,,21000871,1610612747,3,96.6,,,47
1,,51,26,2,1,0,2009-10,28,25,Center(C),Goal Line,Less Than 8 ft.,Manchester United,11-04-2010,MANU vs. POR,16416,"42.982923, -71.446094",shot - 2,shot - 2,20901196,1610612747,2,1,0,28,25
0,361,0,0,7,4,0,2005-06,33,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,11-11-2005,MANU @ PHI,7691,"39.993941, -75.143458",shot - 4,shot - 4,20500077,1610612747,44.2,4,0,69.2,20
0,230,0,0,0,2,0,2006-07,24,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,03-11-2006,MANU vs. SEA,9714,"42.982923, -71.446094",shot - 28,,20600029,1610612747,0,2,0,24,20
0,6,172,-1,11,1,0,2007-08,11,37,Right Side(R),Mid Range,16-24 ft.,Manchester United,16-03-2008,MANU @ HOU,12784,"29.740325, -95.365762",shot - 30,,20700988,1610612747,11,1,0,11,37
1,33,0,0,7,1,0,2007-08,53,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,23-02-2008,MANU @ LAC,12575,"34.189593, -118.471724",shot - 4,,20700822,1610612747,7,116.36,0,53,20
0,475,33,91,1,4,0,2002-03,36,29,Center(C),Goal Line,8-16 ft.,Manchester United,10-04-2003,MANU vs. SAC,4967,"42.982923, -71.446094",shot - 3,shot - 3,20201136,1610612747,49.64,4,0,36,29
1,337,-103,207,1,3,0,1996-97,14,43,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,08-11-1996,MANU @ TOR,22911,"43.717098, -79.395917",shot - 3,shot - 3,29600057,1610612747,1,3,0,14,31.4
1,436,-117,174,2,4,0,,59,40,Left Side Center(LC),,16-24 ft.,Manchester United,22-03-2006,MANU vs. SAC,9365,,shot - 46,,20501010,1610612747,2,4,80.928,59,40
0,30,7,-3,,1,0,2011-12,27,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,07-03-2012,MANU @ WAS,18977,"38.919619, -77.015211",shot - 39,,21100571,1610612747,9,1,0,59.2,20
0,,193,173,2,2,0,2011-12,4,45,Right Side Center(RC),Penalty Spot,,Manchester United,01-01-2012,MANU @ DEN,18181,"39.739968, -104.954013",shot - 3,shot - 3,21100063,1610612747,2,83.36,0,32.2,45
1,69,0,0,2,1,0,2009-10,51,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,16-03-2010,MANU @ SAC,16238,"38.567296, -121.456638",shot - 4,shot - 4,20901004,1610612747,2,1,0,51,20
0,,231,39,1,4,0,2010-11,13,43,Right Side(R),,24+ ft.,Manchester United,16-02-2011,MANU @ CLE,17541,"41.484971, -81.671552",shot - 26,,21000827,1610612747,1,4,,13,43
1,334,-44,116,9,4,1,2000-01,52,32,Center(C),Goal Line,8-16 ft.,Manchester United,21-05-2001,,26399,"29.444994, -98.524120",shot - 3,shot - 3,40000070,1610612747,93.64,4,1,52,32
1,3,81,137,11,1,0,2010-11,26,35,Right Side(R),Mid Range,8-16 ft.,Manchester United,28-11-2010,MANU vs. IND,16753,"42.982923, -71.446094",shot - 38,,21000249,1610612747,11,1,64.608,26,35
0,312,100,107,3,3,0,2009-10,57,34,Right Side(R),,8-16 ft.,Manchester United,06-12-2009,MANU vs. PHX,15277,"42.982923, -71.446094",shot - 3,shot - 3,20900295,1610612747,89.2,3,0,57,34
0,6,82,173,11,,0,,23,39,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,01-02-2003,,4098,"42.982923, -71.446094",shot - 3,shot - 3,20200676,1610612747,20.64,,,,39
0,192,158,194,5,2,0,2003-04,34,45,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,28-12-2003,MANU vs. BOS,5453,"42.982923, -71.446094",shot - 17,,20300429,1610612747,5,36.36,0,34,45
1,,0,0,3,2,0,2009-10,57,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,23-02-2010,MANU @ MEM,16015,"35.103812, -89.964007",shot - 12,,20900841,1610612747,3,2,39.928,57,20
0,33,121,215,6,1,0,2003-04,57,44,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,26-11-2003,MANU vs. WAS,5233,"42.982923, -71.446094",shot - 3,shot - 3,20300208,1610612747,6,1,62.928,89.2,44
1,282,159,0,9,3,1,2000-01,50,35,Right Side(R),Mid Range,8-16 ft.,Manchester United,15-06-2001,MANU @ PHI,26552,"39.993941, -75.143458",shot - 3,shot - 3,40000087,1610612747,9,3,1,116.2,35
1,284,-113,113,6,3,0,1998-99,31,35,Left Side(L),Mid Range,8-16 ft.,Manchester United,28-03-1999,MANU vs. NYK,24723,"42.982923, -71.446094",shot - 36,,29800413,1610612747,6,82.36,0,31,35
1,330,-102,148,0,3,0,2004-05,21,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,06-03-2005,MANU vs. IND,7105,"42.982923, -71.446094",shot - 3,shot - 3,20400880,1610612747,0,94.36,0,21,75.4
0,270,-141,228,3,3,0,2000-01,54,46,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,30-12-2000,MANU @ LAC,730,"34.189593, -118.471724",shot - 50,,20000434,1610612747,31.2,3,0,54,46
0,153,,140,6,2,0,2008-09,36,40,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,25-12-2008,,13732,"42.982923, -71.446094",shot - 3,shot - 3,20800423,1610612747,80.64,111.36,0,36,42.4
1,119,-149,85,0,1,0,1998-99,3,37,Left Side(L),Mid Range,16-24 ft.,Manchester United,28-03-1999,MANU vs. NYK,24719,"42.982923, -71.446094",shot - 43,,29800413,1610612747,23.2,34.36,0,3,22.4
0,472,0,0,,4,0,2000-01,42,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,19-03-2001,MANU @ ATL,1415,"33.768092, -84.393817",shot - 39,,20000965,1610612747,1,4,0,120.7856,
0,433,-6,188,6,4,0,,12,38,Center(C),Mid Range,,Manchester United,12-03-1999,MANU vs. GSW,24571,"42.982923, -71.446094",shot - 3,shot - 3,29800281,1610612747,6,4,0,12,38
0,468,-197,61,5,4,0,2015-16,22,40,Left Side(L),Mid Range,16-24 ft.,Manchester United,02-02-2016,MANU vs. MIN,,"42.982923, -71.446094",shot - 3,shot - 3,21500734,1610612747,5,4,0,22,40
1,275,-196,12,1,2,0,2012-13,28,39,Left Side(L),Mid Range,16-24 ft.,Manchester United,06-01-2013,MANU vs. DEN,20115,"42.982923, -71.446094",shot - 31,,21200503,1610612747,1,2,97.608,28,30.4
0,351,-138,56,6,3,1,2009-10,33,34,Left Side(L),Mid Range,8-16 ft.,Manchester United,24-04-2010,MANU @ OKC,29116,,shot - 3,shot - 3,40900144,1610612747,6,3,1,33,34.4
0,255,-63,177,11,3,0,,24,38,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,27-11-2000,MANU @ LAC,,"34.189593, -118.471724",shot - 45,,20000198,1610612747,11,3,0,24,63.4
0,4,11,28,,1,1,2000-01,39,23,Center(C),Goal Area,Less Than 8 ft.,Manchester United,,MANU vs. SAC,,"42.982923, -71.446094",shot - 4,shot - 4,40000049,1610612747,11,62.36,41.8,39,23
1,190,12,77,3,2,0,2009-10,57,27,Center(C),Goal Line,Less Than 8 ft.,Manchester United,03-11-2009,MANU @ OKC,14946,"35.492151, -97.519011",shot - 54,,20900057,1610612747,3,2,,57,
1,337,160,66,,3,0,2010-11,10,37,Right Side(R),Mid Range,16-24 ft.,Manchester United,14-01-2011,MANU vs. NJN,17232,"42.982923, -71.446094",shot - 3,shot - 3,21000586,1610612747,6,3,0,10,37
1,368,-16,104,11,4,0,,45,30,Center(C),Goal Line,8-16 ft.,Manchester United,08-04-2003,MANU vs. DAL,4933,"42.982923, -71.446094",shot - 44,,20201123,1610612747,11,4,0,45,30
0,231,-96,89,10,3,1,,16,33,Left Side(L),Mid Range,8-16 ft.,Manchester United,19-06-2000,MANU vs. IND,30685,"42.982923, -71.446094",shot - 37,,49900088,1610612747,50.64,3,1,16,
1,48,0,0,5,1,0,1999-00,45,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,17-03-2000,MANU @ DET,25887,"42.379455, -83.115635",shot - 56,,29900934,1610612747,5,1,0,45,20
1,383,-108,58,1,4,0,2010-11,35,32,Left Side(L),Mid Range,8-16 ft.,Manchester United,19-01-2011,MANU @ DAL,17283,"32.757824, -96.786653",shot - 52,,21000621,1610612747,90.2,4,75.928,35,20.728
0,122,230,-8,0,1,0,2004-05,36,43,Right Side(R),Right Corner,24+ ft.,Manchester United,22-02-2005,MANU vs. BOS,6956,"42.982923, -71.446094",shot - 12,,20400789,1610612747,0,23.36,0,55.7856,43
0,275,131,176,7,3,0,2006-07,9,41,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,27-12-2006,MANU @ ORL,10199,"28.549237, -81.372780",shot - 36,,20600418,1610612747,96.2,68.36,0,110.7856,41
0,40,130,153,6,1,1,,45,40,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,02-05-2007,MANU @ PHX,28013,"33.552026, -112.071667",shot - 36,,40600155,1610612747,6,1,,45,24.4
0,193,46,82,7,2,0,,7,29,Center(C),Goal Line,8-16 ft.,Manchester United,15-04-2008,MANU vs. SAC,13145,"42.982923, -71.446094",shot - 50,,20701216,1610612747,7,2,0,75.2,29
1,84,-62,35,2,1,0,2002-03,40,27,Center(C),Goal Line,Less Than 8 ft.,Manchester United,05-01-2003,MANU vs. PHX,3859,"42.982923, -71.446094",shot - 3,shot - 3,20200476,1610612747,2,,0,40,27
1,279,-27,112,7,3,0,2012-13,24,31,Center(C),Goal Line,8-16 ft.,Manchester United,02-11-2012,MANU vs. LAC,19456,"42.982923, -71.446094",shot - 22,,21200025,1610612747,59.64,3,0,24,79.4
0,437,-79,,4,4,1,2009-10,47,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,22-04-2010,MANU @ OKC,29106,"35.492151, -97.519011",shot - 35,,40900143,1610612747,119.64,4,1,47,33.4
0,424,91,175,10,4,0,2015-16,26,39,Right Side Center(RC),Mid Range,,Manchester United,29-11-2015,MANU vs. IND,22004,"42.982923, -71.446094",shot - 3,shot - 3,21500253,1610612747,10,19.36,0,26,39
0,352,128,110,9,4,0,2006-07,12,36,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,09-03-2007,MANU @ PHI,10912,"39.993941, -75.143458",shot - 51,,20600919,1610612747,9,4,0,12,36
1,225,-27,98,0,2,0,,18,30,,Goal Line,8-16 ft.,Manchester United,01-02-2000,MANU @ SAS,25557,"29.444994, -98.524120",shot - 35,,29900635,1610612747,0,2,0,18,30
1,,0,0,,1,0,1997-98,2,20,Center(C),Goal Area,Less Than 8 ft.,,,MANU vs. UTA,24218,"42.982923, -71.446094",shot - 4,shot - 4,29701187,1610612747,8,1,0,135.7856,20
0,,39,255,8,4,0,2002-03,59,45,Center(C),Penalty Spot,24+ ft.,Manchester United,07-03-2003,,4554,"42.982923, -71.446094",shot - 3,shot - 3,20200890,1610612747,60.64,76.36,94.928,59,45
1,332,0,0,0,3,1,,39,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,29-04-2003,MANU @ MIN,27114,"46.667324, -94.419250",shot - 12,,40200175,1610612747,0,86.36,1,39,20
1,,-15,,,2,0,2010-11,2,21,Center(C),Goal Area,Less Than 8 ft.,Manchester United,25-12-2010,MANU vs. MIA,17009,"42.982923, -71.446094",shot - 39,,21000435,1610612747,7,93.6,0,2,21
1,58,0,0,5,1,0,2008-09,59,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,,MANU @ DEN,13184,"39.739968, -104.954013",shot - 4,shot - 4,20800037,1610612747,5,1,0,127.7856,86.728
